ID,Match Number,Round,Date,Start Time,End Time,Venue,Venue State,Pitch,Home Club,Home Team,Home Score,Away Club,Away Team,Away Score,Status,Age,Gender,Division,Broadcaster,Time Slot ID,Host
8994412,118,1,10/29/2022, 1:25PM, 2:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,OV Toros FC,OV Toros FC OV Toros FC 2011B Black,8,Soccer Club of Los Gatos,Soccer Club of Los Gatos 11B Academy White,1,,U12,Male,u12 M Creepers,,,
8994367,73,1,10/29/2022, 1:25PM, 2:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,Almaden FC,Almaden FC Almaden FC Mercury 12B White,3,OV Toros FC,OV Toros FC OV Toros FC 2012B White,1,,U11,Male,u11 M Skeletons,,,
8994665,191,1,10/29/2022, 1:25PM, 2:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,Woodside Soccer Club,Woodside Soccer Club WSC Crush 12 Girls Black,1,1974 Newark FC,1974 Newark FC 1974 NFC 12G Orange,3,,U11,Female,u11 F Ghosts,,,
8994340,46,1,10/29/2022, 2:00PM, 3:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,Hollister Tremors,Hollister Tremors Hollister Tremors 2013B,4,Santa Clara Youth Soccer League,Santa Clara Youth Soccer League SC LIONS 2013B BLACK,4,,U10,Male,u10 M Goblins,,,
8994353,59,1,10/29/2022, 2:00PM, 3:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S10-7,Santa Cruz County Breakers,Santa Cruz County Breakers Santa Cruz Breakers 2013B Gray,0,Monterey Surf Soccer Club,Monterey Surf Soccer Club Monterey Surf B13 PDA I,10,,U10,Male,u10 M Wraiths,,,
8994354,60,1,10/29/2022, 2:00PM, 3:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,Santa Cruz County Breakers,Santa Cruz County Breakers 2013B Blue,2,OV Toros FC,OV Toros FC OV Toros FC 2013B Red 1,3,,U10,Male,u10 M Wraiths,,,
8994477,171,1,10/29/2022, 2:00PM, 3:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2013 Elite,1,Central Valley Premier FC,Central Valley Premier FC Central Valley Premier FC Select G13,0,,U10,Female,u10 F Zombies,,,
8994339,45,1,10/29/2022, 2:00PM, 3:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N4-7,North Valley Youth Soccer League,North Valley Youth Soccer League NVYSL 13B Ninjas,6,Milpitas Youth Soccer League,Milpitas Youth Soccer League FC Milpitas Thunder 13,3,,U10,Male,u10 M Goblins,,,
8994731,257,1,10/29/2022, 2:15PM, 3:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ JAWS 07 BLUE,2,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 07G SJ Thorns,0,,U16,Female,u16 F Jack-o-lanterns,,,
8994468,162,1,10/29/2022, 2:15PM, 3:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,OV Toros FC,OV Toros FC OV Toros FC 2008B Black,10,Milpitas Youth Soccer League,Milpitas Youth Soccer League Milpitas Crushers 08,0,,U15,Male,u15 M Grave Diggers,,,
8994702,228,1,10/29/2022, 2:15PM, 3:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Valley United Soccer Club Association,Valley United Soccer Club Association Valley United 10 Girls Orange- Julio,1,Merced United FC,Merced United FC Merced United FC 10G Barrios,0,,U13,Female,u13 F Black widows,,,
8994434,128,1,10/29/2022, 2:15PM, 3:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,OV Toros FC,OV Toros FC OV Toros FC 2010B White,1,Silicon Valley Eagles Youth Soccer,Silicon Valley Eagles Youth Soccer Silicon Valley Eagles 10B PSG IV,10,,U13,Male,u13 M Monsters,,,
8994693,219,1,10/29/2022, 2:15PM, 3:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N2-11,North Valley Youth Soccer League,North Valley Youth Soccer League NVYSL 10G Golden Eagles,4,Santa Clara Youth Soccer League,Santa Clara Youth Soccer League SC LIONS 2010G RED,0,,U13,Female,u13 F Spiders,,,
8994714,240,1,10/29/2022, 2:15PM, 3:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,Hollister Tremors,Hollister Tremors Hollister Tremors 2009G Chivitas,0,Almaden FC,Almaden FC Almaden FC Quicksilver 09G Black II,1,,U14,Female,u14 F Witches,,,
8994378,84,1,10/29/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,Santa Cruz Mid-County Youth Soccer Club,Santa Cruz Mid-County Youth Soccer Club SURF 12B Purple,6,Cupertino FC,Cupertino FC Cupertino FC Flames 12B,3,,U11,Male,u11 M Vampires,,,
8994388,94,1,10/29/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,Santa Cruz County Breakers,Santa Cruz County Breakers 2011B Gray,0,OV Toros FC,OV Toros FC OV Toros FC 2011B Red2,0,,U12,Male,u12 M Corpses,,,
8994662,188,1,10/29/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,OV Toros FC,OV Toros FC OV Toros FC 2012G Black,1,Monterey Surf Soccer Club,Monterey Surf Soccer Club Monterey Surf G12 Pre-Academy,5,,U11,Female,u11 F Ghosts,,,
8994566,175,1,10/29/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,PAC San Jose,PAC San Jose PAC † SAN JOSE™ 2012 Panteras,4,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC G2012 Makos Blue,3,,U11,Female,u11 F Medusas,,,
8994397,103,1,10/29/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,Sunnyvale Alliance SC,Sunnyvale Alliance SC Sunnyvale Alliance SC 11B White,0,Los Gatos United Soccer League,Los Gatos United Soccer League Los Gatos United 2011B V,4,,U12,Male,u12 M Werewolves,,,
8994387,93,1,10/29/2022, 2:30PM, 3:35PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,Belmont United Soccer Club,Belmont United Soccer Club Belmont United 11B Betis,0,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC B2011 Blue,1,,U12,Male,u12 M Corpses,,,
8994341,47,1,10/29/2022, 3:00PM, 4:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,1974 Newark FC,1974 Newark FC 1974 NFC 13B White,0,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 13 WHITE,2,,U10,Male,u10 M Goblins,,,
8994313,19,1,10/29/2022, 3:00PM, 4:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,OV Toros FC,OV Toros FC OV Toros FC 2014B Black,6,South Valley United Soccer Club,South Valley United Soccer Club South Valley United B14 Black,0,,U09,Male,u9 M Trolls,,,
8994358,64,1,10/29/2022, 3:00PM, 4:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N4-7,OV Toros FC,OV Toros FC OV Toros FC 2013B Black,5,Kings County Soccer Club,Kings County Soccer Club Kings County 13B Orange,0,,U10,Male,u10 M Ghouls,,,
8994322,28,1,10/29/2022, 3:00PM, 4:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S10-7,Hollister Tremors,Hollister Tremors Hollister Tremors 2014G,2,OV Toros FC,OV Toros FC OV Toros FC 2014G Red,2,,U09,Female,u9 F Serpents,,,
8994303,9,1,10/29/2022, 3:00PM, 4:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,California Odyssey Soccer Club,California Odyssey Soccer Club COSC 14B White,0,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC B2014 Blue,2,,U09,Male,u9 M Demons,,,
8994459,153,1,10/29/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,San Pablo United YSC,San Pablo United YSC San Pablo Aztecas Jr,6,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 09 WHITE,1,,U14,Male,u14 M Devils,,,
8994732,258,1,10/29/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,Santa Cruz Breakers Academy,Santa Cruz Breakers Academy Breakers FC South 2007G,0,Hollister Tremors,Hollister Tremors Hollister Tremors 08G,5,,U16,Female,u16 F Jack-o-lanterns,,,
8994454,148,1,10/29/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N2-11,Hollister Tremors,Hollister Tremors Hollister Tremors 2009B,3,Sunnyvale Alliance SC,Sunnyvale Alliance SC Sunnyvale Alliance SC 09B Black,0,,U14,Male,u14 M Warlocks,,,
8994437,131,1,10/29/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Almaden FC,Almaden FC Almaden FC Mercury B10 Yellow,2,OV Toros FC,OV Toros FC OV Toros FC 2010B Red,2,,U13,Male,u13 M Monsters,,,
8994721,247,1,10/29/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,FRESNO HEAT FC,FRESNO HEAT FC FRESNO HEAT FC GIRLS 08,1,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2009 White,1,,U15,Female,u15 F Spirits,,,
8994711,237,1,10/29/2022, 3:30PM, 4:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 09G United,3,OV Toros FC,OV Toros FC OV Toros FC 2009G Black,1,,U14,Female,u14 F Witches,,,
8994377,83,1,10/29/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,OV Toros FC,OV Toros FC OV Toros FC 2012B Black,3,Sunnyvale Alliance SC,Sunnyvale Alliance SC Sunnyvale Alliance SC 12B White,1,,U11,Male,u11 M Vampires,,,
8994385,91,1,10/29/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,Pajaro Valley Youth Soccer Club,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 11B,2,Scotts Valley San Lorenzo Valley Youth Soccer Club,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 11B,0,,U12,Male,u12 M Corpses,,,
8994399,105,1,10/29/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,Santa Cruz County Breakers,Santa Cruz County Breakers 2011B Blue,0,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 11B Gunners,0,,U12,Male,u12 M Werewolves,,,
8994664,190,1,10/29/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,1974 Newark FC,1974 Newark FC 1974 NFC 12G Orange,1,Tulare Force,Tulare Force Tulare Force 12 Girls,0,,U11,Female,u11 F Ghosts,,,
8994681,207,1,10/29/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,West Coast Soccer,West Coast Soccer West Coast Soccer Warriors '11,1,UC Premier,UC Premier Union City Premier 11G Red,1,,U12,Female,u12 F Phantams,,,
8994411,117,1,10/29/2022, 3:35PM, 4:40PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,Real Salinas,Real Salinas Pumitas 11,3,Los Gatos United Soccer League,Los Gatos United Soccer League Los Gatos United 2011B III,0,,U12,Male,u12 M Creepers,,,
8994306,12,1,10/29/2022, 4:00PM, 5:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,Almaden FC,Almaden FC Almaden FC Mercury B14 White,1,OV Toros FC,OV Toros FC OV Toros FC 2014B Gray,1,,U09,Male,u9 M Demons,,,
8994475,169,1,10/29/2022, 4:00PM, 5:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N4-7,Dublin United,Dublin United Dublin United 13G Premier,3,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2013 Elite,1,,U10,Female,u10 F Zombies,,,
8994476,170,1,10/29/2022, 4:00PM, 5:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S10-7,Central Valley Premier FC,Central Valley Premier FC Central Valley Premier FC Select G13,0,Santa Cruz County Breakers,Santa Cruz County Breakers 2013G Gray,1,,U10,Female,u10 F Zombies,,,
8994357,63,1,10/29/2022, 4:00PM, 5:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,Nevada Select Soccer League,Nevada Select Soccer League Aztecs FC,1,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 13 BLUE,5,,U10,Male,u10 M Ghouls,,,
8994332,38,1,10/29/2022, 4:00PM, 5:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,Monterey Surf Soccer Club,Monterey Surf Soccer Club Monterey Surf G14 PDA I,8,Monterey County Soccer-ECFC Salinas,Monterey County Soccer-ECFC Salinas United 14G Black,3,,U09,Female,u9 F Bats,,,
8994671,197,1,10/29/2022, 4:40PM, 5:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S6-9,Hollister Tremors,Hollister Tremors Hollister Tremors 2011G Hurricanes,0,Silicon Valley Eagles Youth Soccer,Silicon Valley Eagles Youth Soccer Silicon Valley Eagles 11G PSG,1,,U12,Female,u12 F Poltergeists,,,
8994383,89,1,10/29/2022, 4:40PM, 5:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S5-9,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC B2011 Blue,0,Santa Cruz County Breakers,Santa Cruz County Breakers 2011B Gray,0,,U12,Male,u12 M Corpses,,,
8994370,76,1,10/29/2022, 4:40PM, 5:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S8-9,OV Toros FC,OV Toros FC OV Toros FC 2012B White,0,OV Toros FC,OV Toros FC OV Toros FC 2012B Red,5,,U11,Male,u11 M Skeletons,,,
8994371,77,1,10/29/2022, 4:40PM, 5:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S7-9,Santa Clara Youth Soccer League,Santa Clara Youth Soccer League SC LIONS 2012B WHITE,1,De Anza Force SC,De Anza Force SC Force 12B Black,2,,U11,Male,u11 M Skeletons,,,
8994661,187,1,10/29/2022, 4:40PM, 5:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S3-9,Monterey Surf Soccer Club,Monterey Surf Soccer Club Monterey Surf G12 Pre-Academy,1,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2012 Elite,0,,U11,Female,u11 F Ghosts,,,
8994384,90,1,10/29/2022, 4:40PM, 5:45PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S4-9,OV Toros FC,OV Toros FC OV Toros FC 2011B Red2,6,Belmont United Soccer Club,Belmont United Soccer Club Belmont United 11B Betis,1,,U12,Male,u12 M Corpses,,,
8994725,251,1,10/29/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,Stockton TLJ FC,Stockton TLJ FC Stockton TLJ FC 08/09G,3,Manteca Area Soccer League,Manteca Area Soccer League Manteca Area Soccer Manteca Rangers 08G Blue,0,,U15,Female,u15 F Spirits,,,
8994467,161,1,10/29/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S9-11,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC B2008 Tsunami,1,Los Gatos United Soccer League,Los Gatos United Soccer League Los Gatos United 2008B IV,1,,U15,Male,u15 M Grave Diggers,,,
8994739,265,1,10/29/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,North Coast Futbol Club,North Coast Futbol Club North Coast FC 07G Red,1,East San Jose FC,East San Jose FC East San Jose FC 07G I,0,,U16,Female,u16 F Chupacabras,,,
8994460,154,1,10/29/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,North Valley Youth Soccer League,North Valley Youth Soccer League NVYSL 09B Green,2,OV Toros FC,OV Toros FC OV Toros FC 2009B Black,1,,U14,Male,u14 M Devils,,,
8994694,220,1,10/29/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N2-11,Tulare Force,Tulare Force Tulare Force 10 Girls,1,San Ramon FC,San Ramon FC San Ramon FC 10G White,0,,U13,Female,u13 F Spiders,,,
8994435,129,1,10/29/2022, 4:45PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,Hollister Tremors,Hollister Tremors Hollister Tremors 2010B,7,OV Toros FC,OV Toros FC OV Toros FC 2010B White,1,,U13,Male,u13 M Monsters,,,
8994297,3,1,10/29/2022, 5:00PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N4-7,Santa Cruz Mid-County Youth Soccer Club,Santa Cruz Mid-County Youth Soccer Club SURF 14B,1,Almaden FC,Almaden FC Almaden FC Mercury B14 Yellow,1,,U09,Male,u9 M Mutants,,,
8994361,67,1,10/29/2022, 5:00PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S10-7,Cupertino FC,Cupertino FC Cupertino FC Flames 13B,0,Kings County Soccer Club,Kings County Soccer Club Kings County 13B Orange,6,,U10,Male,u10 M Ghouls,,,
8994312,18,1,10/29/2022, 5:00PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S2-7,South Valley United Soccer Club,South Valley United Soccer Club South Valley United B14 Black,0,California Odyssey Soccer Club,California Odyssey Soccer Club COSC 14B Red,7,,U09,Male,u9 M Trolls,,,
8994301,7,1,10/29/2022, 5:00PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,OV Toros FC,OV Toros FC OV Toros FC 2014B Red,3,California Odyssey Soccer Club,California Odyssey Soccer Club COSC 14B White,4,,U09,Male,u9 M Demons,,,
8994331,37,1,10/29/2022, 5:00PM, 6:00PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,OV Toros FC,OV Toros FC OV Toros FC 2014G Black,0,CenCal Cosmos Soccer Club,CenCal Cosmos Soccer Club CenCal Cosmos 2014 Girls- Nova,0,,U09,Female,u9 F Bats,,,
8994733,259,1,10/29/2022, 6:00PM, 7:15PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,Central Valley San Jose SC,Central Valley San Jose SC CVSJ 07G SJ Thorns,1,Santa Cruz Breakers Academy,Santa Cruz Breakers Academy Breakers FC South 2007G,2,,U16,Female,u16 F Jack-o-lanterns,,,
8994691,217,1,10/29/2022, 6:00PM, 7:15PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,San Juan South Soccer Club,San Juan South Soccer Club San Juan South SC 2010 White,0,North Valley Youth Soccer League,North Valley Youth Soccer League NVYSL 10G Golden Eagles,1,,U13,Female,u13 F Spiders,,,
8994706,232,1,10/29/2022, 6:00PM, 7:15PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,1974 Newark FC,1974 Newark FC 1974 NFC 10G Orange,1,OV Toros FC,OV Toros FC OV Toros FC 2010G Black,1,,U13,Female,u13 F Black widows,,,
8994469,163,1,10/29/2022, 6:00PM, 7:15PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Sunnyvale Alliance SC,Sunnyvale Alliance SC Sunnyvale Alliance SC 08B White,0,OV Toros FC,OV Toros FC OV Toros FC 2008B Black,2,,U15,Male,u15 M Grave Diggers,,,
8994723,249,1,10/29/2022, 7:15PM, 8:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Football Turf,Stockton TLJ FC,Stockton TLJ FC Stockton TLJ FC 08/09G,0,FRESNO HEAT FC,FRESNO HEAT FC FRESNO HEAT FC GIRLS 08,0,,U15,Female,u15 F Spirits,,,
8994465,159,1,10/29/2022, 7:15PM, 8:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N3-11,Madera United Futbol Club,Madera United Futbol Club Madera United FC 08B Rivera,6,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC B2008 Tsunami,0,,U15,Male,u15 M Grave Diggers,,,
8994462,156,1,10/29/2022, 7:15PM, 8:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,N1-11,OV Toros FC,OV Toros FC OV Toros FC 2009B Black,0,San Pablo United YSC,San Pablo United YSC San Pablo Aztecas Jr,1,,U14,Male,u14 M Devils,,,
8994738,264,1,10/29/2022, 7:15PM, 8:30PM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,Soccer Turf,East San Jose FC,East San Jose FC East San Jose FC 07G I,0,Pacifica United Soccer Club,Pacifica United Soccer Club MYSL Pacifica United SC G2007 Thunder Blue,1,,U16,Female,u16 F Chupacabras,,,
8994345,51,2,10/30/2022, 9:00AM,10:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S12-7,Santa Cruz City Soccer Club,Santa Cruz City Soccer Club SANTA CRUZ SHARKS 13 WHITE,0,OV Toros FC,OV Toros FC OV Toros FC 2013B Red 2,2,,U10,Male,u10 M Goblins,,,
8994348,54,2,10/30/2022, 9:00AM,10:00AM,Morgan Hill Outdoor Sports Complex (No Dogs),CA,S1-7,Santa Clara Youth Soccer League,Santa Clara Youth Soccer League SC LIONS 2013B BLACK,1,Milpitas Youth Soccer League,Milpitas Youth Soccer League FC Milpitas Thunder 13,3,,U10,Male,u10 M Goblins,,,
